fecha,año,mes,dia,dia_semana,dia_del_año,temp_media,temp_maxima,temp_minima,precipitacion_mm,humedad_relativa,velocidad_viento,presion_hpa,nubosidad_oktas,tipo_dia
2023-05-06,2023,5,6,5,126,22.6,29.6,17.7,0.0,57.4,1.1,864.9,2.0,Despejado
2023-05-07,2023,5,7,6,127,25.1,31.7,17.4,0.0,51.8,21.5,861.1,1.0,Despejado
2023-05-08,2023,5,8,0,128,21.5,26.3,16.1,0.0,55.7,4.6,864.9,2.0,Despejado
2023-05-09,2023,5,9,1,129,25.8,32.3,21.8,0.0,63.6,58.1,864.6,2.0,Despejado
2023-05-10,2023,5,10,2,130,26.8,31.6,19.8,0.0,58.8,9.3,862.0,1.0,Despejado
2023-05-11,2023,5,11,3,131,26.4,31.1,18.9,0.0,62.1,20.7,863.9,1.0,Despejado
2023-05-12,2023,5,12,4,132,25.5,29.4,20.7,5.7,58.1,9.5,863.6,7.0,Lluvia_moderada
2023-05-13,2023,5,13,5,133,22.2,27.3,14.5,0.0,66.6,11.3,863.7,3.0,Despejado
2023-05-14,2023,5,14,6,134,25.0,29.7,20.5,0.0,55.5,10.9,862.7,1.0,Despejado
2023-05-15,2023,5,15,0,135,24.3,29.9,18.4,0.0,56.3,17.8,864.9,0.0,Despejado
2023-05-16,2023,5,16,1,136,23.3,28.8,19.0,0.0,57.8,11.9,865.1,1.0,Despejado
2023-05-17,2023,5,17,2,137,22.5,28.6,15.2,0.0,56.3,5.4,863.9,0.0,Despejado
2023-05-18,2023,5,18,3,138,28.5,32.6,24.2,0.0,60.9,11.2,861.4,0.0,Despejado
2023-05-19,2023,5,19,4,139,24.4,28.1,18.2,0.0,49.7,4.5,864.2,1.0,Despejado
2023-05-20,2023,5,20,5,140,27.3,31.0,23.0,0.0,54.6,9.4,862.6,2.0,Despejado
2023-05-21,2023,5,21,6,141,24.9,31.2,17.8,0.0,56.6,1.5,860.2,2.0,Despejado
2023-05-22,2023,5,22,0,142,26.6,30.7,19.9,0.0,59.6,1.6,860.7,1.0,Despejado
2023-05-23,2023,5,23,1,143,27.3,32.9,22.5,0.0,60.9,0.8,861.3,1.0,Despejado
2023-05-24,2023,5,24,2,144,26.9,33.7,22.5,4.2,60.9,11.0,861.1,7.0,Llovizna
2023-05-25,2023,5,25,3,145,25.6,32.1,18.1,2.8,63.8,12.9,865.1,6.0,Llovizna
2023-05-26,2023,5,26,4,146,25.8,29.9,18.4,0.0,63.3,5.2,864.0,0.0,Despejado
2023-05-27,2023,5,27,5,147,25.8,31.2,21.7,0.0,59.9,7.3,861.6,2.0,Despejado
2023-05-28,2023,5,28,6,148,22.1,25.9,16.1,0.0,57.3,7.7,864.9,3.0,Despejado
2023-05-29,2023,5,29,0,149,20.2,24.4,13.6,0.0,56.1,3.8,864.7,2.0,Despejado
2023-05-30,2023,5,30,1,150,23.9,28.6,17.4,0.0,60.4,9.2,860.8,1.0,Despejado
2023-05-31,2023,5,31,2,151,24.9,28.8,19.0,0.0,58.7,5.0,862.6,1.0,Despejado
2023-06-01,2023,6,1,3,152,21.0,27.0,16.5,7.7,74.1,10.1,864.9,6.0,Lluvia_moderada
2023-06-02,2023,6,2,4,153,22.7,27.5,17.0,10.3,90.5,16.5,866.5,7.0,Lluvia_moderada
2023-06-03,2023,6,3,5,154,23.3,29.0,15.4,11.5,83.9,34.0,864.3,8.0,Lluvia_moderada
2023-06-04,2023,6,4,6,155,23.3,28.1,17.7,3.6,76.5,12.3,862.8,6.0,Llovizna
2023-06-05,2023,6,5,0,156,23.9,29.6,19.5,21.5,90.9,16.7,865.8,6.0,Lluvia_intensa
2023-06-06,2023,6,6,1,157,19.7,25.0,13.7,12.1,88.7,10.5,865.5,5.0,Lluvia_moderada
2023-06-07,2023,6,7,2,158,24.5,28.3,18.6,14.0,80.7,26.0,863.7,8.0,Lluvia_moderada
2023-06-08,2023,6,8,3,159,19.6,23.8,11.6,0.0,78.2,7.9,865.2,4.0,Despejado
2023-06-09,2023,6,9,4,160,22.2,29.0,16.8,0.0,75.6,3.0,861.1,5.0,Despejado
2023-06-10,2023,6,10,5,161,22.7,28.6,15.4,41.8,98.0,20.1,862.3,8.0,Lluvia_intensa
2023-06-11,2023,6,11,6,162,20.2,26.8,12.2,11.8,81.4,16.5,864.1,5.0,Lluvia_moderada
2023-06-12,2023,6,12,0,163,25.8,29.5,19.7,0.0,73.1,9.7,860.7,3.0,Despejado
2023-06-13,2023,6,13,1,164,19.4,25.4,14.0,89.8,97.0,21.8,865.4,7.0,Lluvia_intensa
2023-06-14,2023,6,14,2,165,27.0,31.8,21.0,18.3,87.9,15.0,860.3,5.0,Lluvia_moderada
2023-06-15,2023,6,15,3,166,21.6,27.7,15.3,43.9,91.5,20.4,865.0,8.0,Lluvia_intensa
2023-06-16,2023,6,16,4,167,22.3,26.9,17.4,17.6,88.9,17.2,865.0,8.0,Lluvia_moderada
2023-06-17,2023,6,17,5,168,19.8,26.0,13.7,2.1,77.0,9.3,863.8,8.0,Llovizna
2023-06-18,2023,6,18,6,169,23.3,29.4,19.0,1.3,72.1,6.6,861.5,7.0,Llovizna
2023-06-19,2023,6,19,0,170,19.8,24.2,12.9,45.8,98.0,18.2,863.8,7.0,Lluvia_intensa
2023-06-20,2023,6,20,1,171,21.6,25.7,15.7,1.4,80.2,37.5,866.2,6.0,Llovizna
2023-06-21,2023,6,21,2,172,17.7,24.3,12.0,11.1,92.5,21.0,868.4,7.0,Lluvia_moderada
2023-06-22,2023,6,22,3,173,30.1,36.0,24.8,17.5,84.0,7.7,858.6,7.0,Lluvia_moderada
2023-06-23,2023,6,23,4,174,24.7,28.3,19.7,0.0,76.7,11.5,862.8,5.0,Despejado
2023-06-24,2023,6,24,5,175,22.4,29.0,16.7,0.0,70.6,5.0,863.1,3.0,Despejado
2023-06-25,2023,6,25,6,176,24.6,31.3,17.1,0.0,78.5,0.8,863.3,4.0,Despejado
2023-06-26,2023,6,26,0,177,22.5,29.4,18.0,2.8,75.4,5.7,863.4,7.0,Llovizna
2023-06-27,2023,6,27,1,178,27.1,31.7,21.7,0.0,68.9,0.5,859.2,3.0,Despejado
2023-06-28,2023,6,28,2,179,23.3,27.9,16.6,0.0,75.2,7.3,862.2,3.0,Despejado
2023-06-29,2023,6,29,3,180,20.3,24.1,13.0,7.3,82.1,7.3,864.4,6.0,Lluvia_moderada
2023-06-30,2023,6,30,4,181,19.6,24.1,15.4,0.0,77.8,0.5,866.1,5.0,Despejado
2023-07-01,2023,7,1,5,182,20.6,24.3,13.5,0.0,71.3,5.8,863.7,6.0,Despejado
2023-07-02,2023,7,2,6,183,18.4,24.2,12.6,0.0,83.8,27.0,865.0,6.0,Despejado
2023-07-03,2023,7,3,0,184,21.4,27.0,15.7,24.6,93.9,17.4,865.4,6.0,Lluvia_intensa
2023-07-04,2023,7,4,1,185,22.0,27.3,17.0,28.9,89.5,12.7,863.3,7.0,Lluvia_intensa
2023-07-05,2023,7,5,2,186,25.1,30.4,19.1,0.0,72.3,1.9,861.1,2.0,Despejado
2023-07-06,2023,7,6,3,187,24.3,29.9,16.5,0.0,76.1,4.2,864.5,4.0,Despejado
2023-07-07,2023,7,7,4,188,26.2,32.6,19.6,42.5,86.9,14.8,860.3,8.0,Lluvia_intensa
2023-07-08,2023,7,8,5,189,23.8,28.5,18.0,0.0,72.8,5.5,863.9,4.0,Despejado
2023-07-09,2023,7,9,6,190,25.9,30.4,19.2,8.0,86.4,7.8,863.7,5.0,Lluvia_moderada
2023-07-10,2023,7,10,0,191,21.6,26.2,14.4,0.0,74.1,3.0,863.1,5.0,Despejado
2023-07-11,2023,7,11,1,192,21.0,27.6,16.7,12.2,89.2,29.1,867.0,6.0,Lluvia_moderada
2023-07-12,2023,7,12,2,193,19.4,25.6,13.9,11.1,88.0,11.8,866.1,7.0,Lluvia_moderada
2023-07-13,2023,7,13,3,194,22.5,26.5,17.0,10.9,87.4,42.0,863.5,5.0,Lluvia_moderada
2023-07-14,2023,7,14,4,195,23.5,29.5,19.3,0.0,74.3,5.5,862.2,3.0,Despejado
2023-07-15,2023,7,15,5,196,20.9,27.2,13.1,16.9,84.0,26.1,866.7,5.0,Lluvia_moderada
2023-07-16,2023,7,16,6,197,21.9,26.2,17.7,2.9,74.3,9.4,865.4,6.0,Llovizna
2023-07-17,2023,7,17,0,198,25.7,30.0,18.3,7.6,83.1,11.3,861.1,8.0,Lluvia_moderada
2023-07-18,2023,7,18,1,199,24.6,29.1,20.5,9.9,82.2,5.8,864.1,7.0,Lluvia_moderada
2023-07-19,2023,7,19,2,200,21.1,26.7,16.1,37.8,90.7,31.7,862.9,7.0,Lluvia_intensa
2023-07-20,2023,7,20,3,201,18.9,23.6,13.1,0.0,77.1,3.9,864.9,5.0,Despejado
2023-07-21,2023,7,21,4,202,24.5,31.2,20.2,1.3,74.8,21.8,866.8,7.0,Llovizna
2023-07-22,2023,7,22,5,203,22.7,27.4,15.3,11.2,79.1,21.5,862.6,6.0,Lluvia_moderada
2023-07-23,2023,7,23,6,204,24.0,28.4,18.3,4.7,71.7,9.2,863.9,8.0,Llovizna
2023-07-24,2023,7,24,0,205,23.2,29.2,17.0,0.0,75.9,5.8,863.0,3.0,Despejado
2023-07-25,2023,7,25,1,206,23.5,29.5,18.0,0.0,77.1,0.5,861.2,4.0,Despejado
2023-07-26,2023,7,26,2,207,22.6,27.4,18.6,0.0,68.0,3.1,862.4,6.0,Despejado
2023-07-27,2023,7,27,3,208,20.2,25.5,14.7,0.0,72.6,33.5,865.4,4.0,Despejado
2023-07-28,2023,7,28,4,209,21.7,26.5,14.5,2.4,78.0,12.9,865.1,7.0,Llovizna
2023-07-29,2023,7,29,5,210,19.7,24.5,15.2,85.0,94.1,18.6,862.5,7.0,Lluvia_intensa
2023-07-30,2023,7,30,6,211,22.3,27.3,17.3,7.8,83.0,14.9,863.6,7.0,Lluvia_moderada
2023-07-31,2023,7,31,0,212,24.6,30.8,16.9,0.0,68.2,36.6,860.9,3.0,Despejado
2023-08-01,2023,8,1,1,213,22.0,28.5,16.8,2.0,75.9,17.1,866.5,7.0,Llovizna
2023-08-02,2023,8,2,2,214,18.1,23.8,13.2,0.0,70.0,2.8,866.8,3.0,Despejado
2023-08-03,2023,8,3,3,215,22.6,27.6,18.1,0.0,77.0,0.5,864.7,2.0,Despejado
2023-08-04,2023,8,4,4,216,21.4,26.4,13.7,31.0,91.5,38.8,866.2,6.0,Lluvia_intensa
2023-08-05,2023,8,5,5,217,25.9,32.7,18.3,4.3,77.5,12.5,860.1,7.0,Llovizna
2023-08-06,2023,8,6,6,218,23.4,27.0,19.1,8.9,84.9,26.1,866.6,7.0,Lluvia_moderada
2023-08-07,2023,8,7,0,219,20.6,24.7,16.4,0.0,65.6,7.5,862.3,5.0,Despejado
2023-08-08,2023,8,8,1,220,24.0,29.3,16.3,5.3,72.7,11.6,864.0,5.0,Lluvia_moderada
2023-08-09,2023,8,9,2,221,25.1,29.9,20.8,16.6,90.0,17.1,864.0,5.0,Lluvia_moderada
2023-08-10,2023,8,10,3,222,16.7,20.7,11.2,0.0,76.6,17.8,865.8,4.0,Despejado
2023-08-11,2023,8,11,4,223,21.9,25.7,14.5,9.8,81.2,12.7,863.1,8.0,Lluvia_moderada
2023-08-12,2023,8,12,5,224,20.0,23.8,15.7,30.9,98.0,20.7,863.8,8.0,Lluvia_intensa
2023-08-13,2023,8,13,6,225,25.6,30.6,19.6,0.0,74.5,4.2,862.3,3.0,Despejado
2023-08-14,2023,8,14,0,226,21.6,25.7,15.0,11.3,87.3,9.7,866.2,6.0,Lluvia_moderada
2023-08-15,2023,8,15,1,227,19.2,25.6,14.7,41.1,98.0,14.8,864.6,7.0,Lluvia_intensa
2023-08-16,2023,8,16,2,228,23.1,27.3,17.4,0.0,66.9,7.0,863.4,4.0,Despejado
2023-08-17,2023,8,17,3,229,21.2,24.8,13.6,0.3,75.9,10.6,866.5,7.0,Llovizna
2023-08-18,2023,8,18,4,230,23.3,28.2,16.2,0.0,70.2,0.5,867.4,4.0,Despejado
2023-08-19,2023,8,19,5,231,25.8,31.7,20.4,2.4,70.1,5.6,862.8,7.0,Llovizna
2023-08-20,2023,8,20,6,232,25.0,30.2,18.1,6.4,79.8,14.2,862.7,7.0,Lluvia_moderada
2023-08-21,2023,8,21,0,233,21.2,26.6,13.8,4.3,80.8,21.4,865.8,7.0,Llovizna
2023-08-22,2023,8,22,1,234,21.6,28.1,16.3,19.5,88.7,24.9,862.3,8.0,Lluvia_moderada
2023-08-23,2023,8,23,2,235,25.6,30.5,21.1,2.7,70.6,12.5,863.5,7.0,Llovizna
2023-08-24,2023,8,24,3,236,22.3,27.2,18.2,65.1,93.4,31.3,858.7,7.0,Lluvia_intensa
2023-08-25,2023,8,25,4,237,23.5,28.2,16.0,0.0,77.1,7.3,862.8,6.0,Despejado
2023-08-26,2023,8,26,5,238,20.2,26.1,13.7,6.9,82.9,4.3,864.2,5.0,Lluvia_moderada
2023-08-27,2023,8,27,6,239,19.6,25.0,14.7,21.7,98.0,13.5,864.1,7.0,Lluvia_intensa
2023-08-28,2023,8,28,0,240,21.2,26.1,14.8,57.8,94.4,18.5,865.9,5.0,Lluvia_intensa
2023-08-29,2023,8,29,1,241,23.9,29.3,18.8,7.8,77.3,6.4,862.0,6.0,Lluvia_moderada
2023-08-30,2023,8,30,2,242,19.1,26.0,12.3,12.1,86.7,22.4,867.3,8.0,Lluvia_moderada
2023-08-31,2023,8,31,3,243,19.2,26.1,12.1,67.2,93.0,27.0,866.6,7.0,Lluvia_intensa
2023-09-01,2023,9,1,4,244,21.5,27.6,17.1,15.1,80.2,17.3,864.7,5.0,Lluvia_moderada
2023-09-02,2023,9,2,5,245,24.6,29.9,16.8,36.9,90.9,33.4,861.4,8.0,Lluvia_intensa
2023-09-03,2023,9,3,6,246,23.5,27.7,16.0,12.8,85.2,10.4,860.1,6.0,Lluvia_moderada
2023-09-04,2023,9,4,0,247,24.9,31.5,18.7,0.0,74.4,8.3,861.9,4.0,Despejado
2023-09-05,2023,9,5,1,248,19.3,24.1,15.0,27.1,97.3,37.0,863.5,7.0,Lluvia_intensa
2023-09-06,2023,9,6,2,249,25.3,31.7,17.3,5.4,75.5,19.6,862.7,5.0,Lluvia_moderada
2023-09-07,2023,9,7,3,250,20.1,24.4,12.6,12.1,88.5,13.7,866.5,7.0,Lluvia_moderada
2023-09-08,2023,9,8,4,251,18.7,22.2,13.6,30.5,98.0,19.0,866.5,8.0,Lluvia_intensa
2023-09-09,2023,9,9,5,252,27.0,30.5,21.5,3.9,72.6,18.2,864.7,7.0,Llovizna
2023-09-10,2023,9,10,6,253,22.8,29.7,17.7,7.2,76.3,9.4,867.1,6.0,Lluvia_moderada
2023-09-11,2023,9,11,0,254,22.4,27.1,17.0,100.5,95.1,17.8,863.8,6.0,Lluvia_intensa
2023-09-12,2023,9,12,1,255,22.9,27.3,16.5,42.0,98.0,66.0,863.8,6.0,Lluvia_intensa
2023-09-13,2023,9,13,2,256,18.7,23.2,12.9,69.8,97.8,23.3,862.0,7.0,Lluvia_intensa
2023-09-14,2023,9,14,3,257,23.0,26.7,16.6,1.9,74.8,25.4,866.6,7.0,Llovizna
2023-09-15,2023,9,15,4,258,22.2,28.4,16.2,7.9,81.9,6.2,863.6,7.0,Lluvia_moderada
2023-09-16,2023,9,16,5,259,21.4,25.3,16.5,0.0,78.4,8.9,863.0,5.0,Despejado
2023-09-17,2023,9,17,6,260,20.2,26.0,14.5,35.5,98.0,34.8,865.5,7.0,Lluvia_intensa
2023-09-18,2023,9,18,0,261,22.6,28.5,15.7,0.0,71.4,10.7,863.6,4.0,Despejado
2023-09-19,2023,9,19,1,262,21.1,26.0,16.9,5.1,74.9,10.6,865.6,8.0,Lluvia_moderada
2023-09-20,2023,9,20,2,263,24.4,30.5,17.1,67.1,98.0,10.9,863.1,7.0,Lluvia_intensa
2023-09-21,2023,9,21,3,264,20.6,26.3,14.5,26.6,92.5,49.4,863.2,7.0,Lluvia_intensa
2023-09-22,2023,9,22,4,265,21.6,26.8,15.1,38.6,96.0,36.0,863.8,7.0,Lluvia_intensa
2023-09-23,2023,9,23,5,266,23.1,29.7,18.0,68.3,94.9,13.4,863.1,5.0,Lluvia_intensa
2023-09-24,2023,9,24,6,267,22.5,28.9,16.3,0.0,73.2,1.2,864.0,2.0,Despejado
2023-09-25,2023,9,25,0,268,22.2,27.3,16.5,13.6,84.8,18.7,863.1,6.0,Lluvia_moderada
2023-09-26,2023,9,26,1,269,21.7,25.5,17.5,0.0,80.7,0.6,864.4,6.0,Despejado
2023-09-27,2023,9,27,2,270,19.1,25.9,13.7,20.5,90.2,23.2,864.0,5.0,Lluvia_intensa
2023-09-28,2023,9,28,3,271,22.3,28.8,17.4,37.4,98.0,17.9,865.1,6.0,Lluvia_intensa
2023-09-29,2023,9,29,4,272,19.6,25.1,11.7,6.3,75.2,15.0,865.2,7.0,Lluvia_moderada
2023-09-30,2023,9,30,5,273,20.6,26.1,14.7,0.0,80.8,25.1,864.7,3.0,Despejado
2023-10-01,2023,10,1,6,274,20.7,25.3,14.9,0.0,77.4,6.4,864.7,3.0,Despejado
2023-10-02,2023,10,2,0,275,17.9,22.3,13.7,11.0,85.0,18.4,867.4,5.0,Lluvia_moderada
2023-10-03,2023,10,3,1,276,18.3,22.9,10.6,9.6,82.6,12.1,866.1,7.0,Lluvia_moderada
2023-10-04,2023,10,4,2,277,20.5,24.7,15.7,0.0,74.5,16.3,867.8,2.0,Despejado
2023-10-05,2023,10,5,3,278,20.7,25.7,14.4,0.0,84.1,9.3,864.1,0.0,Despejado
2023-10-06,2023,10,6,4,279,22.2,26.7,15.7,9.2,89.9,6.0,863.5,7.0,Lluvia_moderada
2023-10-07,2023,10,7,5,280,19.2,23.4,12.2,3.2,80.8,19.0,866.0,7.0,Llovizna
2023-10-08,2023,10,8,6,281,25.8,29.4,18.7,0.0,68.4,1.5,862.2,0.0,Despejado
2023-10-09,2023,10,9,0,282,22.3,26.7,15.5,1.8,82.0,10.6,865.1,8.0,Llovizna
2023-10-10,2023,10,10,1,283,22.0,29.0,17.9,0.0,76.2,2.0,867.6,2.0,Despejado
2023-10-11,2023,10,11,2,284,24.5,31.0,18.2,1.0,74.7,7.9,861.2,6.0,Llovizna
2023-10-12,2023,10,12,3,285,21.8,25.8,14.4,2.2,78.7,12.6,863.0,6.0,Llovizna
2023-10-13,2023,10,13,4,286,25.1,29.7,19.7,4.1,75.5,3.9,860.5,8.0,Llovizna
2023-10-14,2023,10,14,5,287,27.1,30.9,23.0,0.0,66.2,1.7,861.9,2.0,Despejado
2023-10-15,2023,10,15,6,288,22.7,28.6,15.8,0.0,74.8,1.9,865.2,0.0,Despejado
2023-10-16,2023,10,16,0,289,24.9,31.8,17.3,0.0,65.2,13.3,861.2,2.0,Despejado
2023-10-17,2023,10,17,1,290,22.1,26.5,14.3,0.0,78.4,15.2,862.7,2.0,Despejado
2023-10-18,2023,10,18,2,291,19.4,25.3,15.4,12.5,85.6,16.9,866.2,6.0,Lluvia_moderada
2023-10-19,2023,10,19,3,292,23.4,27.5,18.7,6.1,78.1,31.5,859.9,6.0,Lluvia_moderada
2023-10-20,2023,10,20,4,293,21.8,26.7,15.0,1.2,71.1,7.6,865.0,8.0,Llovizna
2023-10-21,2023,10,21,5,294,21.2,27.0,17.1,15.0,86.3,16.2,869.2,7.0,Lluvia_moderada
2023-10-22,2023,10,22,6,295,26.2,32.3,20.6,2.8,78.1,15.6,861.1,8.0,Llovizna
2023-10-23,2023,10,23,0,296,23.3,28.0,17.6,3.6,71.9,8.5,861.5,6.0,Llovizna
2023-10-24,2023,10,24,1,297,17.5,23.8,13.0,0.0,71.6,13.5,867.0,0.0,Despejado
2023-10-25,2023,10,25,2,298,22.7,28.8,17.8,35.4,98.0,50.5,863.8,7.0,Lluvia_intensa
2023-10-26,2023,10,26,3,299,22.7,29.4,16.7,1.7,72.6,11.3,864.0,8.0,Llovizna
2023-10-27,2023,10,27,4,300,25.6,30.9,19.0,0.0,66.1,2.1,861.4,2.0,Despejado
2023-10-28,2023,10,28,5,301,21.7,28.1,15.5,12.0,81.4,16.6,865.7,8.0,Lluvia_moderada
2023-10-29,2023,10,29,6,302,22.5,26.2,15.0,13.7,82.2,17.3,862.5,6.0,Lluvia_moderada
2023-10-30,2023,10,30,0,303,17.6,23.0,10.2,4.1,83.3,8.6,867.2,6.0,Llovizna
2023-10-31,2023,10,31,1,304,23.9,28.0,16.9,1.0,69.0,16.8,863.9,8.0,Llovizna
2023-11-01,2023,11,1,2,305,20.8,24.5,13.5,0.0,51.9,3.9,862.3,2.0,Despejado
2023-11-02,2023,11,2,3,306,20.7,27.2,13.8,0.0,54.1,8.0,865.0,0.0,Despejado
2023-11-03,2023,11,3,4,307,24.1,30.8,18.8,3.0,56.2,35.9,863.2,6.0,Llovizna
2023-11-04,2023,11,4,5,308,20.7,26.3,16.1,0.0,61.0,1.8,864.9,1.0,Despejado
2023-11-05,2023,11,5,6,309,19.0,24.2,13.6,0.0,60.4,6.5,866.6,3.0,Despejado
2023-11-06,2023,11,6,0,310,20.2,24.4,14.3,0.0,56.9,13.1,862.3,1.0,Despejado
2023-11-07,2023,11,7,1,311,20.9,27.4,15.4,0.0,53.5,5.5,865.4,0.0,Despejado
2023-11-08,2023,11,8,2,312,19.9,23.5,15.4,0.0,53.7,14.2,865.5,2.0,Despejado
2023-11-09,2023,11,9,3,313,23.5,27.9,15.9,0.0,58.0,10.2,865.0,2.0,Despejado
2023-11-10,2023,11,10,4,314,22.0,27.4,16.0,1.8,54.2,6.4,863.9,8.0,Llovizna
2023-11-11,2023,11,11,5,315,18.1,23.8,13.9,1.3,54.7,4.3,866.7,8.0,Llovizna
2023-11-12,2023,11,12,6,316,21.2,28.0,14.2,0.0,56.1,12.1,863.2,2.0,Despejado
2023-11-13,2023,11,13,0,317,18.2,24.6,14.2,0.0,60.5,1.6,865.4,0.0,Despejado
2023-11-14,2023,11,14,1,318,21.8,26.6,17.6,0.0,56.6,9.4,863.6,2.0,Despejado
2023-11-15,2023,11,15,2,319,19.7,23.6,12.2,0.0,57.4,7.3,863.0,0.0,Despejado
2023-11-16,2023,11,16,3,320,20.3,24.0,13.1,15.1,68.3,14.7,863.4,8.0,Lluvia_moderada
2023-11-17,2023,11,17,4,321,18.2,24.6,11.3,0.0,55.6,20.1,865.0,1.0,Despejado
2023-11-18,2023,11,18,5,322,20.6,26.1,15.2,0.0,58.8,6.3,865.5,2.0,Despejado
2023-11-19,2023,11,19,6,323,17.2,22.0,10.2,0.0,59.5,2.6,865.8,3.0,Despejado
2023-11-20,2023,11,20,0,324,18.9,24.5,14.0,0.0,52.6,1.2,865.2,2.0,Despejado
2023-11-21,2023,11,21,1,325,22.9,28.5,17.0,0.0,53.4,0.5,862.8,3.0,Despejado
2023-11-22,2023,11,22,2,326,20.8,24.9,14.5,0.0,51.8,21.3,864.8,2.0,Despejado
2023-11-23,2023,11,23,3,327,23.5,28.9,16.9,0.0,58.3,1.6,862.3,2.0,Despejado
2023-11-24,2023,11,24,4,328,20.8,26.0,13.5,0.0,53.8,0.5,864.8,3.0,Despejado
2023-11-25,2023,11,25,5,329,18.6,22.3,14.5,0.0,50.2,19.8,864.7,1.0,Despejado
2023-11-26,2023,11,26,6,330,22.7,29.1,15.2,0.0,54.8,8.0,865.3,1.0,Despejado
2023-11-27,2023,11,27,0,331,22.3,26.0,18.3,0.0,54.3,10.5,863.0,1.0,Despejado
2023-11-28,2023,11,28,1,332,21.1,25.4,15.1,0.0,53.6,28.1,865.1,2.0,Despejado
2023-11-29,2023,11,29,2,333,20.6,27.5,13.6,4.4,59.1,8.5,864.6,5.0,Llovizna
2023-11-30,2023,11,30,3,334,18.7,25.1,10.9,0.0,52.7,11.6,864.9,0.0,Despejado
2023-12-01,2023,12,1,4,335,17.4,22.1,9.8,0.0,60.2,5.2,868.7,2.0,Despejado
2023-12-02,2023,12,2,5,336,21.7,28.1,15.1,0.0,60.6,0.5,863.8,2.0,Despejado
2023-12-03,2023,12,3,6,337,17.1,21.6,11.6,0.0,54.9,8.4,867.0,2.0,Despejado
2023-12-04,2023,12,4,0,338,19.2,25.7,15.0,0.0,56.3,18.1,866.1,1.0,Despejado
2023-12-05,2023,12,5,1,339,22.2,28.4,16.6,0.0,51.7,18.5,863.3,3.0,Despejado
2023-12-06,2023,12,6,2,340,15.6,20.9,9.4,0.0,56.1,5.4,865.8,1.0,Despejado
2023-12-07,2023,12,7,3,341,17.5,23.5,13.3,0.0,55.4,4.1,869.5,3.0,Despejado
2023-12-08,2023,12,8,4,342,19.8,24.9,14.5,0.0,55.8,27.9,865.5,2.0,Despejado
2023-12-09,2023,12,9,5,343,17.1,21.6,9.2,0.0,60.5,0.5,865.2,2.0,Despejado
2023-12-10,2023,12,10,6,344,16.3,21.8,9.3,0.0,54.6,2.4,866.6,0.0,Despejado
2023-12-11,2023,12,11,0,345,18.5,23.2,12.1,4.6,55.7,4.7,865.5,7.0,Llovizna
2023-12-12,2023,12,12,1,346,20.7,26.7,14.9,0.0,54.6,3.5,860.8,3.0,Despejado
2023-12-13,2023,12,13,2,347,19.6,26.4,12.7,0.0,54.8,5.9,866.1,3.0,Despejado
2023-12-14,2023,12,14,3,348,19.1,24.9,14.6,0.0,60.4,9.8,868.9,1.0,Despejado
2023-12-15,2023,12,15,4,349,21.1,26.1,15.2,0.0,52.9,6.2,863.3,2.0,Despejado
2023-12-16,2023,12,16,5,350,23.1,27.8,19.0,0.0,51.9,0.5,862.6,1.0,Despejado
2023-12-17,2023,12,17,6,351,22.2,26.8,16.1,0.0,62.0,7.2,863.0,1.0,Despejado
2023-12-18,2023,12,18,0,352,19.2,24.0,11.2,0.0,52.9,3.1,866.6,1.0,Despejado
2023-12-19,2023,12,19,1,353,17.9,22.4,10.8,0.0,63.8,5.4,867.8,1.0,Despejado
2023-12-20,2023,12,20,2,354,19.0,22.7,14.9,0.0,63.6,0.5,864.2,2.0,Despejado
2023-12-21,2023,12,21,3,355,16.4,20.3,9.8,0.0,61.8,18.1,867.4,2.0,Despejado
2023-12-22,2023,12,22,4,356,18.2,23.5,13.7,0.0,60.1,5.9,865.9,3.0,Despejado
2023-12-23,2023,12,23,5,357,16.8,20.6,10.1,0.0,57.4,9.5,865.2,1.0,Despejado
2023-12-24,2023,12,24,6,358,19.4,23.4,13.7,0.0,66.1,20.5,867.0,2.0,Despejado
2023-12-25,2023,12,25,0,359,22.3,25.9,17.9,0.0,58.1,1.6,865.7,0.0,Despejado
2023-12-26,2023,12,26,1,360,21.4,27.3,14.8,0.0,48.9,15.7,864.6,1.0,Despejado
2023-12-27,2023,12,27,2,361,17.3,21.0,10.5,0.0,54.5,12.7,864.0,2.0,Despejado
2023-12-28,2023,12,28,3,362,20.7,24.7,13.5,0.0,56.4,11.1,864.8,1.0,Despejado
2023-12-29,2023,12,29,4,363,17.9,24.5,13.9,0.0,56.9,2.8,863.3,2.0,Despejado
2023-12-30,2023,12,30,5,364,19.3,25.4,11.9,0.0,53.3,5.4,866.3,0.0,Despejado
2023-12-31,2023,12,31,6,365,18.2,24.0,12.0,0.0,61.7,0.5,866.0,2.0,Despejado
2024-01-01,2024,1,1,0,1,21.5,27.4,14.7,0.0,57.8,9.5,864.5,3.0,Despejado
2024-01-02,2024,1,2,1,2,16.8,22.7,11.8,0.0,56.3,18.1,868.7,3.0,Despejado
2024-01-03,2024,1,3,2,3,19.5,23.5,14.7,0.0,59.3,4.5,865.7,3.0,Despejado
2024-01-04,2024,1,4,3,4,23.7,29.7,17.0,0.0,46.8,7.5,862.8,1.0,Despejado
